customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4632-PAOYU,Male,False,True,True,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.95,433.5,False
7426-WEIJX,Male,True,True,True,60,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,80.95,4859.1,False
0504-HHAPI,Female,True,False,False,27,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Credit card (automatic),88.3,2467.75,True
4274-OWWYO,Male,False,False,False,1,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,74.35,74.35,True
1731-TVIUK,Female,False,False,False,4,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,True,Electronic check,93.5,362.2,True
8593-WHYHV,Male,False,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.3,264.8,True
7636-OWBPG,Male,True,False,False,12,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),29.35,381.2,False
1585-MQSSU,Male,False,False,False,17,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,False,Mailed check,51.5,900.5,True
7033-CLAMM,Female,False,True,True,48,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.2,1027.25,False
6178-KFNHS,Female,False,False,True,12,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,78.3,909.25,True
8292-ITGYJ,Female,False,True,True,45,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),24.65,1138.8,False
9537-VHDTA,Female,False,False,True,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,51.2,51.2,False
9225-BZLNZ,Male,False,True,False,72,True,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,85.25,6083.1,False
7272-QDCKA,Male,False,False,False,28,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,False,Electronic check,100.2,2688.45,False
4138-NAXED,Male,False,False,False,51,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),81.0,4085.75,False
1453-RZFON,Female,False,False,True,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,49.9,49.9,False
8792-AOROI,Female,False,True,False,8,True,No,DSL,Yes,No,No,Yes,No,Yes,Two year,False,Mailed check,65.5,564.35,False
5056-FIMPT,Female,False,False,True,43,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,True,Credit card (automatic),106.0,4532.3,False
5572-ZDXHY,Female,False,False,False,22,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Mailed check,84.3,1855.65,True
7010-ZMVBF,Female,False,True,True,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.45,357.0,False
7994-XIRTR,Male,True,False,False,54,True,No,DSL,No,No,Yes,Yes,No,Yes,One year,False,Bank transfer (automatic),65.25,3529.95,False
5228-EXCET,Male,False,False,False,13,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,80.85,1008.7,True
1170-SASML,Female,False,True,False,69,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),85.4,5869.4,False
8165-CBKXO,Male,False,True,True,66,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),56.75,3708.4,False
9451-WLYRI,Female,False,True,False,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.05,990.45,False
9039-ZVJDC,Male,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.1,53.05,False
5148-HKFIR,Female,False,False,False,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.7,406.95,False
9318-NKNFC,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,18.85,18.85,True
7931-PXHFC,Male,False,False,False,38,True,No,DSL,No,No,Yes,Yes,No,Yes,One year,True,Mailed check,62.3,2354.8,True
6131-JLWZM,Female,False,False,False,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.3,275.4,False
7529-ZDFXI,Male,True,True,False,57,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,89.85,4925.35,False
7167-PCEYD,Male,False,False,False,67,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.8,1311.3,False
4680-KUTAJ,Female,True,False,False,11,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,55.6,580.8,False
1629-DQQVB,Female,False,False,False,14,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),50.1,709.5,False
7964-VEXDG,Male,False,False,True,21,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,80.35,1747.2,False
6615-ZGEDR,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.7,19.7,True
4458-KVRBJ,Male,False,False,False,59,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.0,1510.5,False
9600-NAXZN,Male,False,False,False,43,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,101.4,4528.0,True
7492-TAFJD,Male,False,True,True,7,False,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,False,Mailed check,38.55,280.0,False
3050-RLLXC,Female,False,True,True,56,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),81.25,4620.4,False
0550-DCXLH,Male,False,False,False,13,True,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,False,Mailed check,73.35,931.55,False
5156-UMKOW,Female,False,False,True,3,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,False,Mailed check,29.65,90.05,False
4526-RMTLL,Male,False,True,True,8,True,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,True,Credit card (automatic),76.15,645.8,False
9985-MWVIX,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.15,70.15,True
5882-CMAZQ,Female,False,True,True,5,False,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Electronic check,34.25,163.55,False
4830-FAXFM,Male,False,False,True,19,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),24.1,439.2,False
4472-LVYGI,Female,False,True,True,0,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),52.55,,False
3173-WSSUE,Female,False,True,True,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.7,1415.85,False
7511-YMXVQ,Male,False,False,False,9,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,45.4,418.8,True
9747-DDZOS,Female,False,False,False,1,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Bank transfer (automatic),73.5,73.5,True
3896-ZVNET,Female,False,True,True,24,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,24.7,571.75,False
6837-BJYDQ,Male,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.6,61.35,False
9801-GDWGV,Female,False,False,False,39,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,103.45,3994.45,True
7710-JSYOA,Female,False,True,True,69,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,True,Bank transfer (automatic),93.3,6398.05,False
5478-JJVZK,Female,False,False,False,33,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Mailed check,60.9,2033.85,False
9828-QHFBK,Male,False,False,False,24,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,51.15,1275.7,False
4079-ULGFR,Male,False,False,False,16,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.0,275.7,False
5804-JMYIO,Female,False,True,True,39,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.75,757.95,False
2085-JVGAD,Male,False,True,False,37,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.35,697.65,False
5377-NDTOU,Female,False,True,True,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,91.05,6293.75,False
7016-NVRIC,Male,True,True,False,29,True,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,False,Bank transfer (automatic),90.1,2656.7,False
1642-HMARX,Female,False,True,False,68,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,91.7,6424.7,False
5811-IWXYM,Female,False,True,True,52,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,False,Bank transfer (automatic),101.25,5301.1,False
0411-EZJZE,Female,False,False,False,3,True,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,60.25,170.5,False
6772-KSATR,Male,False,False,False,1,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,81.7,81.7,True
8207-DMRVL,Male,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),114.55,8306.05,False
3223-WZWJM,Male,False,False,False,26,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,83.95,2254.2,True
6357-JJPQT,Female,False,False,False,3,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,80.5,232.35,False
2792-VPPET,Male,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.5,76.95,False
6168-YBYNP,Male,False,False,False,59,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,111.35,6519.75,False
8059-UDZFY,Female,True,False,True,33,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),105.35,3465.05,False
0869-PAPRP,Female,True,True,False,26,True,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),85.7,2067.0,False
1482-OXZSY,Male,False,False,False,30,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),100.4,2936.25,False
5175-WLYXL,Male,False,False,False,22,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,78.85,1600.25,False
9489-JMTTN,Female,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),89.75,6595.9,False
9027-YFHQJ,Male,False,False,False,7,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),25.05,152.95,False
4827-LTQRJ,Female,True,True,True,66,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,True,Credit card (automatic),110.6,7210.85,False
3363-DTIVD,Male,False,True,True,71,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,False,Electronic check,105.55,7405.5,False
3199-XGZCY,Female,False,False,False,8,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.25,576.7,False
4298-OYIFC,Male,False,True,False,15,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,103.45,1539.8,False
6994-FGRHH,Male,False,True,True,70,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Electronic check,106.15,7475.1,False
2404-JIBFC,Female,False,True,True,55,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),85.1,4657.95,False
1015-OWJKI,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.05,19.05,False
7233-DRTRF,Male,False,True,False,63,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,102.4,6444.05,False
4860-YZGZM,Male,False,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,20.0,185.4,False
4854-CIDCF,Female,True,False,False,3,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,73.85,196.4,False
9507-HSMMZ,Male,False,False,False,54,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.0,1149.65,False
5115-GZDEL,Male,False,False,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),67.2,4671.7,False
5539-HIVAK,Female,True,True,False,28,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,25.7,734.6,False
3982-DQLUS,Male,True,True,True,65,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,85.75,5688.45,False
4957-SREEC,Male,False,True,True,70,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.35,1458.1,False
2338-BQEZT,Female,False,False,False,55,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),50.55,2832.75,False
7695-PKLCZ,Female,False,False,False,68,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.5,1424.9,False
4475-NVTLU,Male,False,True,True,45,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Electronic check,19.2,903.7,False
8778-LMWTJ,Female,False,False,False,9,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,74.85,708.2,False
9298-WGMRW,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),115.5,8312.75,False
9974-JFBHQ,Male,False,False,True,64,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),99.15,6171.2,False
7101-HRBLJ,Female,False,True,True,72,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),83.7,6096.9,False
9978-HYCIN,Male,True,True,True,47,True,No,Fiber optic,No,Yes,No,No,Yes,No,One year,True,Bank transfer (automatic),84.95,4018.05,False
4745-LSPLO,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.5,20.5,True
1038-RQOST,Male,False,True,True,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.6,414.95,False
3144-AUDBS,Female,False,True,False,6,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,49.15,270.8,True
1371-OJCEK,Female,False,False,False,48,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),24.35,1133.7,False
8566-YPRGL,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.5,19.5,False
7860-UXCRM,Male,False,True,True,63,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),74.5,4674.55,False
7993-PYKOF,Male,False,True,False,8,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,75.0,632.95,True
6616-AALSR,Female,False,True,True,65,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),104.3,6725.3,False
4955-VCWBI,Female,False,True,True,43,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.0,817.95,False
9555-SAHUZ,Female,False,True,True,38,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,54.5,2076.05,False
1612-EOHDH,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,45.15,45.15,True
1755-RMCXH,Male,False,True,True,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.3,40.25,False
2959-MJHIC,Male,False,True,False,4,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,80.35,307.4,True
0136-IFMYD,Male,True,True,False,69,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,109.95,7634.25,False
9398-MMQTO,Male,False,False,False,3,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Credit card (automatic),74.45,221.1,False
8707-HOEDG,Female,False,True,True,70,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,110.2,7689.8,False
2391-SOORI,Male,False,False,True,4,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,49.35,219.65,True
7047-FWEYA,Female,False,True,False,46,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Electronic check,103.15,4594.65,False
7615-ESMYF,Female,False,True,False,2,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,44.6,97.1,True
9565-FLVCG,Male,False,True,True,65,True,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,True,Mailed check,69.55,4459.15,False
0480-BIXDE,Female,False,True,False,19,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,96.8,1743.05,False
8992-OBVDG,Male,False,False,False,21,True,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,False,Mailed check,61.65,1393.6,False
6339-RZCBJ,Male,False,False,False,48,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),78.9,3771.5,False
1792-UXAFY,Female,True,False,False,17,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.15,1496.9,True
6139-ZZRBQ,Male,True,False,False,64,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.05,1198.05,False
9644-KVCNC,Female,False,False,False,66,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,True,Bank transfer (automatic),92.15,6056.9,False
1492-KGETH,Male,False,True,True,70,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,False,Bank transfer (automatic),78.35,5445.95,False
3347-YJZZE,Male,False,True,True,29,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Credit card (automatic),80.1,2211.8,False
6260-ONULR,Male,False,False,False,1,True,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Mailed check,62.8,62.8,False
5093-FEGLU,Female,False,True,False,47,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.65,921.55,False
6892-BOGQE,Female,False,True,False,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.9,1493.2,False
4878-BUNFV,Male,False,True,True,42,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.7,828.85,False
6120-RJKLU,Female,True,True,False,62,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),79.95,4819.75,False
0019-GFNTW,Female,False,False,False,56,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Bank transfer (automatic),45.05,2560.1,False
0201-OAMXR,Female,False,False,False,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,False,Credit card (automatic),115.55,8127.6,True
2208-NKVVH,Male,False,True,True,43,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,24.25,1077.95,False
6345-ULYRW,Male,True,True,False,44,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,False,Mailed check,88.4,3912.9,True
2212-LYASK,Male,False,True,True,27,False,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,True,Credit card (automatic),45.85,1246.4,False
7774-OJSXI,Male,False,False,False,31,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,103.45,3066.45,True
5063-IUOKK,Male,False,False,False,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.75,265.75,False
9172-JITSM,Female,False,True,True,26,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,90.8,2361.8,True
9764-REAFF,Female,False,True,False,59,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),18.4,1057.85,False
5364-XYIRR,Male,False,True,False,51,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.65,4812.75,True
7503-ZGUZJ,Male,False,False,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Mailed check,84.65,84.65,True
6394-MFYNG,Female,False,False,False,48,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),107.4,5121.3,True
6439-PKTRR,Female,False,True,True,70,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Electronic check,80.7,5617.95,False
3243-ZHOHY,Female,False,False,False,16,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.1,296.15,False
4199-QHJNM,Male,True,True,False,67,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),102.9,6989.7,False
7622-NXQZR,Male,False,False,False,28,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),30.1,810.85,False
8404-GFGCZ,Male,False,True,False,4,True,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,False,Electronic check,65.6,250.1,False
3976-HXHCE,Male,False,False,False,72,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.3,1414.8,False
7089-XXAYG,Male,False,True,False,25,False,No phone service,DSL,No,No,Yes,No,Yes,No,One year,True,Credit card (automatic),38.1,970.4,False
5327-CNLUQ,Male,False,True,False,48,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,True,Bank transfer (automatic),96.9,4473.45,False
8107-RZLNV,Male,False,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),106.3,7565.35,False
1143-NMNQJ,Female,False,False,False,2,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.7,169.8,True
0880-FVFWF,Male,False,False,False,56,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,86.4,4922.4,False
9500-WBGRP,Male,False,False,False,69,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.1,1268.85,False
3030-YZADT,Male,False,False,False,9,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.95,431.0,True
2402-TAIRZ,Female,False,False,False,37,True,No,Fiber optic,No,Yes,Yes,No,No,No,One year,False,Electronic check,80.05,3019.1,False
9060-HJJRW,Female,False,False,False,51,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),56.4,2928.5,False
0394-YONDK,Male,False,True,True,70,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.15,1790.15,False
2832-KJCRD,Female,False,False,False,38,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,103.65,3988.5,False
0376-YMCJC,Male,False,False,False,23,True,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,True,Electronic check,90.6,1943.2,True
1269-FOYWN,Male,False,True,True,44,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.0,860.85,False
3717-FDJFU,Male,False,False,True,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.45,106.9,False
1060-ENTOF,Female,True,True,False,67,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,True,Credit card (automatic),105.4,7035.6,False
1293-BSEUN,Female,False,True,True,72,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.7,1482.3,False
9979-RGMZT,Female,False,False,False,7,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,True,Mailed check,94.05,633.45,False
6950-TWMYB,Male,False,True,True,54,True,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,True,Bank transfer (automatic),79.95,4362.05,False
0440-MOGPM,Female,False,False,False,41,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,80.55,3263.9,False
2027-WKXMW,Female,False,True,False,63,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,108.75,6871.7,False
4759-TRPLW,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,70.4,70.4,True
6103-LIANB,Male,False,True,True,59,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),99.5,5861.75,False
5013-SBUIH,Female,False,False,False,50,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Electronic check,109.65,5551.15,True
9944-HKVVB,Female,False,False,False,3,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.1,307.4,True
2277-BKJKN,Female,True,True,False,71,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,99.2,7213.75,False
0780-XNZFN,Male,False,False,False,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.65,1125.6,False
8010-EZLOU,Male,True,False,False,15,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,80.2,1217.25,True
6348-SNFUS,Male,False,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,True,Credit card (automatic),55.45,4179.2,False
3714-JTVOV,Female,True,True,False,42,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),74.15,3229.4,True
1937-OTUKY,Female,False,True,False,72,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),98.2,7015.9,False
8606-OEGQZ,Female,False,False,True,18,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.3,454.65,False
